AITFC,9044448,-6.013199,106.954319,17745,2240,1,112.8,366.6,GIA608,B738,PK-GMF,CGK,PLW,1702348206
AITFC,9045559,-6.558279,107.341398,17563,2304,1,100.3,397.4,BTK7309,A320,PK-LUS,HLP,DPS,1702348207
AITFC,9044737,-6.64444,108.69766,27870,0,1,313.6,435.0,CTV775,A320,PK-GLI,YIA,CGK,1702348208
AITFC,9046067,-6.261462,107.537779,26495,1408,1,113.2,438.6,BTK6050,B738,PK-LDP,CGK,DPS,1702348209
AITFC,9045280,-6.599762,108.001564,24263,1088,1,99.9,441.6,BTK7513,A320,PK-LAY,HLP,SUB,1702348210
AITFC,9045160,-6.720795,108.659627,26870,64,1,102.9,449.3,CTV762,A320,PK-GQE,CGK,SOC,1702348211
AITFC,9044448,-6.017342,106.964406,17975,2112,1,111.5,367.7,GIA608,B738,PK-GMF,CGK,PLW,1702348212
AITFC,9045559,-6.560303,107.352393,17813,2432,1,100.3,397.4,BTK7309,A320,PK-LUS,HLP,DPS,1702348213
AITFC,9044737,-6.636703,108.689373,27870,0,1,312.3,435.4,CTV775,A320,PK-GLI,YIA,CGK,1702348214
AITFC,9046067,-6.268212,107.5535,26645,1472,1,113.2,439.5,BTK6050,B738,PK-LDP,CGK,DPS,1702348215
AITFC,9045280,-6.60255,108.017436,24413,960,1,99.9,441.6,BTK7513,A320,PK-LAY,HLP,SUB,1702348216
AITFC,9045160,-6.7234,108.671028,26895,64,1,102.9,449.3,CTV762,A320,PK-GQE,CGK,SOC,1702348217
